关联Prompt,Prompt版本,被测模型,模型参数,附件处理方式,OCR供应商,用例执行时间,LLM耗时(ms),OCR耗时(ms),总耗时(ms),AI打分情况,评分详情,用例名称,期望输出,模型输出,附件链接
采购收货单,3,openai/gpt-oss-120b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 09:22:08,18890,89,18979,通过,信息一致性:9.0 (模型成功提取了所有关键字段，JSON格式正确。唯一的扣分点在于 item_name 字段，原始期望输出中包含空格（380 减薄砂轮 500 目），而实际输出将其合并了（380减薄砂轮500目），存在细微的字符缺失。其他字段如 po_no、item_spec、arrival_qty、lot_code 均准确对应。),兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","**API 入参 JSON（可直接调用）**

```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建福兆半导体有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": 1,
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380减薄砂轮500目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": """",
      ""req_no"": """"
    }
  ]
}
```

> **说明**  
> - 所有字段均直接取自提供的送货单文本或使用默认值。  
> - 未在单据中出现的字段（如 `site_no、po_seq、item_code、item_feture_code、receive_code、lot_desc、req_no`）保留为空字符串，以满足 API 必须的字段结构。  
> - 日期已统一为 `yyyy‑MM‑dd` 格式，数量为数值型。  ",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,openai/gpt-oss-120b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,Datalab（实验）,2026/1/16 09:24:47,13324,130,13454,通过,"信息一致性:10.0 (模型成功提取了期望输出中要求的所有关键信息（po_no, item_name, item_spec, arrival_qty, lot_code），且key与value的对应关系完全准确。虽然JSON结构外层嵌套不同且包含更多字段，但根据评估规则，单头单身节点命名错误、多余字段以及数值格式差异均不扣分。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建福兆半导体有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": 1,
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": ""我司基座粘齿 JY1 标"",
      ""req_no"": """"
    }
  ]
}
```",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,openai/gpt-oss-120b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 09:26:05,1780,72,1852,失败,信息一致性:1.0 (实际输出完全没有按要求提取任何业务数据，仅提供了通用的机器人问候语，未能输出JSON格式，且内容与期望输出完全不相关。),兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}",Hello! How can I assist you today?,图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,openai/gpt-oss-120b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,Datalab（实验）,2026/1/16 09:26:46,15986,76,16062,通过,"信息一致性:10.0 (模型成功提取了期望输出中要求的所有关键字段（po_no, item_name, item_spec, arrival_qty, lot_code），且字段名称与数值对应关系完全正确。虽然 JSON 结构层级（detail 与 datas）和部分数据类型（数值与字符串）与期望不一致，但根据评分要求，已明确忽略单身节点命名错误、字符串/数值格式错误以及额外多出的字段。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","**API 入参 JSON**

```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建福兆半导体有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": 1,
  ""detail"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": ""生产批号"",
      ""req_no"": """"
    }
  ]
}
```",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,deepseek/deepseek-v3.2,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 09:27:24,8411,58,8469,通过,"信息一致性:9.0 (AI输出符合JSON格式，且包含了期望输出中所有的关键信息（po_no, item_name, item_spec, arrival_qty, lot_code）。Key与Value的对应关系准确。扣除1分是因为在item_name字段中，实际输出丢失了原始数据中的两个空格（'380 减薄砂轮 500 目' 变成了 '380减薄砂轮500目'），虽不影响理解但属于提取瑕疵。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": """",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": 1,
  ""detail"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380减薄砂轮500目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": """",
      ""req_no"": """"
    }
  ]
}",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,deepseek/deepseek-v3.2,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,Datalab（实验）,2026/1/16 09:27:57,7513,42,7555,通过,"信息一致性:10.0 (模型成功提取了期望输出中要求的所有关键信息（po_no, item_name, item_spec, arrival_qty, lot_code），且key与value的对应关系完全正确。符合JSON格式。根据评分规则，忽略了节点命名差异、数据类型差异以及冗余字段，因此给予满分。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": """",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-12-09"",
  ""is_po_off"": 1,
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": """",
      ""req_no"": """"
    }
  ]
}
```",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,qwen/qwen3-vl-235b-a22b-thinking,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,Datalab（实验）,2026/1/16 09:30:18,102224,46,102270,通过,"信息一致性:10.0 (实际输出完整包含了期望输出中的所有关键字段（po_no, item_name, item_spec, arrival_qty, lot_code），且字段值完全对应。尽管结构嵌套不同，但根据评估规则（忽略单头单身节点命名、忽略字符串与数值格式差异、不计入额外多出的字段），该输出完全符合提取要求。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","{
  ""header"": {
    ""receipt_type"": ""apmt520"",
    ""site_no"": """",
    ""sup_no"": """",
    ""doc_code"": ""P65"",
    ""doc_date"": ""2025-09-21"",
    ""is_po_off"": 1
  },
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": ""我司基座粘齿 JY1 标"",
      ""req_no"": """"
    }
  ]
}",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,qwen/qwen3-vl-235b-a22b-thinking,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 09:35:17,38738,46,38784,通过,"信息一致性:9.0 (实际输出完整提取了期望输出中的所有关键字段（po_no, item_name, item_spec, arrival_qty, lot_code），且Key-Value映射关系准确。唯一的小偏差是 item_name 中去掉了原有的空格，虽不影响语义识别但与原值略有出入，故扣除1分。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": """",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": ""1"",
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380减薄砂轮500目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": """",
      ""req_no"": """"
    }
  ]
}",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,qwen/qwen3-vl-235b-a22b-instruct,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,Datalab（实验）,2026/1/16 09:35:18,6641,73,6714,通过,"信息一致性:10.0 (模型成功提取了期望输出中要求的所有关键字段（po_no, item_name, item_spec, arrival_qty, lot_code），且字段名称与数值对应关系完全正确。虽然 JSON 结构层级（lines 与 datas）不同，但根据指令要求忽略了节点命名错误。同时，多出的辅助字段不扣分，数据格式（数值 vs 字符串）也按要求忽略。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建福兆半导体有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": 1,
  ""lines"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": ""我司基座粘齿 JY1 标"",
      ""req_no"": """"
    }
  ]
}",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,qwen/qwen3-vl-235b-a22b-instruct,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 09:36:09,19755,84,19839,通过,"信息一致性:10.0 (实际输出完整提取了期望输出中的所有关键字段（po_no, item_name, item_spec, arrival_qty, lot_code），且key与value的对应关系完全准确。虽然JSON层级结构和个别节点名称与期望不一致，但依据评分规则“忽略单头/单身节点命名错误”以及“多出的字段不扣分”、“忽略数值/字符串格式错误”，该输出满足所有核心提取要求，格式合法。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建福兆半导体有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": 1,
  ""lines"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380减薄砂轮500目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": ""我司基座粘齿JY1标"",
      ""req_no"": """"
    }
  ]
}",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,qwen/qwen3-32b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,Datalab（实验）,2026/1/16 09:39:04,11264,196,11460,通过,"信息一致性:10.0 (实际输出完整包含了期望输出中的所有关键字段（po_no, item_name, item_spec, arrival_qty, lot_code），且字段对应的Value值完全一致。虽然JSON结构外层层级和字段名与期望输出不一致，但根据评估规则（忽略单头单身节点命名、忽略字符串与数值格式差异、不计入额外多出的字段），模型准确完成了数据的提取任务。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建福兆半导体有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": ""1"",
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": """",
      ""req_no"": """"
    }
  ]
}
```",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,qwen/qwen3-32b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 09:39:54,30820,74,30894,通过,"信息一致性:9.0 (实际输出完整包含了期望输出中的所有关键字段（po_no, item_name, item_spec, arrival_qty, lot_code）且对应关系准确。扣除1分是因为在item_name字段中，模型去掉了原有的空格（'380 减薄砂轮 500 目' 变成了 '380减薄砂轮500目'），虽然不影响数据含义，但未完全对齐原始文本数据。JSON格式正确，多出的字段按要求不扣分。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": ""福建福兆半导体有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": 1,
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380减薄砂轮500目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": """",
      ""req_no"": """"
    }
  ]
}
```",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,openai/gpt-oss-120b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,Datalab（实验）,2026/1/16 09:40:52,22848,71,22919,通过,"信息一致性:10.0 (实际输出符合有效的JSON格式。虽然字段层级和键名（如'datas'与'details'）与期望输出不完全一致，但根据评分规则，应忽略单头/单身节点的命名错误，且多出的场景不扣分。核心的五个业务字段（po_no, item_name, item_spec, arrival_qty, lot_code）及其对应的value均准确提取且匹配一致，符合评分标准。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": null,
  ""sup_no"": ""福建福兆半导体有限公司"",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": 1,
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": null,
      ""item_code"": null,
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": null,
      ""arrival_qty"": 20,
      ""receive_code"": null,
      ""lot_code"": ""20250916"",
      ""lot_desc"": null,
      ""req_no"": null
    }
  ]
}
```",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,openai/gpt-oss-120b,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 09:41:14,17710,96,17806,通过,"信息一致性:9.0 (实际输出完整提取了期望输出中的所有关键字段（po_no, item_name, item_spec, arrival_qty, lot_code）且对应关系准确。扣除1分是因为在item_name字段中，实际输出去除了原有的空格（380减薄砂轮500目 vs 380 减薄砂轮 500 目），存在微小的数据清洗差异。符合JSON格式，多出的字段按要求不扣分。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": """",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": 1,
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380减薄砂轮500目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": ""我司基座粘齿JY1标"",
      ""req_no"": """"
    }
  ]
}
```",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,deepseek/deepseek-v3.2,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 09:42:16,3447,85,3532,通过,"信息一致性:9.0 (实际输出完整提取了期望输出中要求的所有关键信息（po_no, item_name, item_spec, arrival_qty, lot_code），且key与value完全对应。虽然 item_name 中少了空格，但属于微小差异。符合JSON格式，多出的字段按要求不扣分。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": """",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": ""1"",
  ""details"": [
    {
      ""line_seq"": ""1"",
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380减薄砂轮500目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": ""20"",
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": """",
      ""req_no"": """"
    }
  ]
}
```",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,deepseek/deepseek-v3.2,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,Datalab（实验）,2026/1/16 09:42:16,18675,50,18725,通过,"信息一致性:10.0 (实际输出符合JSON格式。根据评分规则，忽略了外层节点命名的差异（datas与details）。期望输出中的五个关键字段（po_no, item_name, item_spec, arrival_qty, lot_code）在实际输出中均准确提取，且key与value的对应关系完全一致。此外，规则明确忽略字符串与数值格式错误（如20与""20""）以及多出的字段不扣分，因此判定为满分。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","```json
{
  ""receipt_type"": ""apmt520"",
  ""site_no"": """",
  ""sup_no"": """",
  ""doc_code"": ""P65"",
  ""doc_date"": ""2025-09-21"",
  ""is_po_off"": ""1"",
  ""details"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": """",
      ""req_no"": """"
    }
  ]
}
```",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,qwen/qwen3-vl-235b-a22b-thinking,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,MinerU,2026/1/16 09:47:43,77051,94,77145,通过,"信息一致性:10.0 (模型成功提取了期望输出中要求的所有关键字段（po_no, item_name, item_spec, arrival_qty, lot_code），且字段间的对应关系完全准确。虽然item_name中去除了空格，但语义保持一致。根据评分规则，忽略了节点命名差异、单头结构差异、数据类型差异（字符串/数值）以及多出的字段，输出符合JSON格式。)",兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}","{
  ""header"": {
    ""receipt_type"": ""apmt520"",
    ""site_no"": """",
    ""sup_no"": """",
    ""doc_code"": ""P65"",
    ""doc_date"": ""2025-09-21"",
    ""is_po_off"": 1
  },
  ""detail"": [
    {
      ""line_seq"": 1,
      ""po_no"": ""ZPO-A009-25090031"",
      ""po_seq"": """",
      ""item_code"": """",
      ""item_name"": ""380减薄砂轮500目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""item_feture_code"": """",
      ""arrival_qty"": 20,
      ""receive_code"": """",
      ""lot_code"": ""20250916"",
      ""lot_desc"": """",
      ""req_no"": """"
    }
  ]
}",图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
采购收货单,3,qwen/qwen3-vl-235b-a22b-instruct,temperature=1; max_tokens=10330; top_p=0.7; frequency_penalty=0; presence_penalty=0,OCR（将图片/PDF转文字）,Datalab（实验）,2026/1/16 09:51:50,0,0,0,未评分,,兆元-一行错识别多行,"{
  ""datas"": [
    {
      ""po_no"": ""ZPO-A009-25090031"",
      ""item_name"": ""380 减薄砂轮 500 目"",
      ""item_spec"": ""380*44*265*3.5-45"",
      ""arrival_qty"": ""20"",
      ""lot_code"": ""20250916""
    }
  ]
}",,图9.png: http://localhost:3001/api/v1/files/98a29e05-73e1-47d5-86b7-e44587b3e528
